code,complexity,sex_restriction,minimum_age_months,maximum_age_months,description
0101010010,N,N,,,"ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO PRIMÁRIA"
0101010028,I,I,84,1571,"ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA"
0101010036,I,I,72,1571,"PRÁTICA CORPORAL / ATIVIDADE FÍSICA EM GRUPO"
0101010095,I,I,0,1571,"PREVENÇÃO DA COVID-19 NAS ESCOLAS"
0101010109,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DAMALÁRIA"
0101010117,N,N,,,"ATIVIDADE DE EDUCAÇÃO PERMANENTE EM SAÚDE DO TRABALHADOR"
0101010125,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DE ACIDENTE POR ANIMAIS PEÇONHENTOS."
0101010133,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA CÓLERA."
0101010141,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA DOENÇA DE HAFF."
0101010150,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DE DOENÇAS DIARREICAS AGUDAS."
0101010168,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA ESPOROTRICOSE."
0101010176,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA FEBRE MACULOSA BRASILEIRA."
0101010184,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DE LEISHMANIOSE TEGUMENTAR."
0101010192,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA LEISHMANIOSE VISCERAL."
0101010206,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA LEPTOSPIROSE"
0101010214,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA DOENÇA DA RAIVA."
0101010222,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA TOXOPLASMOSE."
0101010230,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DE UMA SÓ SAÚDE."
0101010249,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA HANSENÍASE"
0101010257,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA ESQUISTOSSOMOSE."
0101010265,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DO TRACOMA."
0101010273,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DAS GEO-HELMINTÍASES"
0101010281,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA ONCOCERCOSE."
0101010290,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA FILARIOSE LINFÁTICO."
0101010303,I,I,0,1571,"ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA DOENÇA DE CHAGAS."
0101020015,I,I,48,1571,"AÇÃO COLETIVA DE APLICAÇÃO TÓPICA DE FLÚOR GEL"
0101020023,I,I,84,1571,"AÇÃO COLETIVA DE BOCHECHO FLUORADO"
0101020031,I,I,36,1571,"AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA"
0101020040,I,I,0,1571,"AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA"
0101020058,I,I,0,1571,"APLICAÇÃO DE CARIOSTÁTICO (POR DENTE)"
0101020066,I,I,0,1571,"APLICAÇÃO DE SELANTE (POR DENTE)"
0101020074,I,I,0,1571,"APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO)"
0101020082,I,I,0,1571,"EVIDENCIAÇÃO DE PLACA BACTERIANA"
0101020090,I,I,0,1571,"SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA"
0101020104,I,I,0,1571,"ORIENTAÇÃO DE HIGIENE BUCAL"
0101020112,I,I,120,1571,"AÇÃO COLETIVA DE PREVENÇÃO DE CÂNCER BUCAL"
0101020120,I,I,120,1571,"ORIENTAÇÃO DE HIGIENIZAÇÃO DE PRÓTESES DENTÁRIAS"
0101030010,I,I,0,1571,"VISITA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO"
0101030029,I,I,0,1571,"VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NÍVEL SUPERIOR"
0101040024,I,I,0,1571,"AVALIAÇÃO ANTROPOMÉTRICA"
0101040032,I,I,144,599,"COLETA EXTERNA DE LEITE MATERNO (POR DOADORA)"
0101040040,N,N,,,"PASTEURIZAÇÃO DO LEITE HUMANO (CADA 5 LITROS)"
0101040059,I,I,6,599,"ADMINISTRAÇÃO DE VITAMINA A"
0101040075,I,I,0,1571,"MEDIÇÃO DE ALTURA"
0101040083,I,I,0,1571,"MEDIÇÃO DE PESO"
0101040091,I,I,6,35,"DISPENSAÇÃO DE SUPLEMENTO DE MICRONUTRIENTES EM PÓ - NUTRISUS"
0101040105,I,I,108,731,"DISPENSAÇÃO DE SUPLEMENTO DE ÁCIDO FÓLICO "
0101040113,I,I,5,731,"DISPENSAÇÃO DE SUPLEMENTO DE FERRO"
0101040121,I,I,216,1571,"AVALIAÇÃO DO RISCO DE INSEGURANÇA ALIMENTAR"
0101050011,I,I,0,1571,"PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA"
0101050020,I,I,0,1571,"TERAPIA COMUNITÁRIA"
0101050046,I,I,0,1571,YOGA
0101050054,I,I,0,1571,"OFICINA DE MASSAGEM/ AUTO-MASSAGEM"
0101050062,I,I,0,1571,"SESSÃO DE ARTETERAPIA"
0101050070,I,I,0,1571,"SESSÃO DE MEDITAÇÃO"
0101050089,I,I,0,1571,"SESSÃO DE MUSICOTERAPIA"
0101050097,I,I,0,1571,"SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE"
0101050100,I,I,0,1571,"SESSÃO DE BIODANÇA"
0101050119,I,I,0,1571,"SESSÃO DE BIOENERGÉTICA"
0101050127,I,I,0,1571,"SESSÃO DE CONSTELAÇÃO FAMILIAR"
0101050135,I,I,0,1571,"SESSÃO DE DANÇA CIRCULAR"
0101050143,I,I,0,1571,"SESSÃO DE TERMALISMO"
0101050151,I,I,0,1571,"OFICINA COLETIVA DE SHANTALA"
0101050160,I,I,0,1571,"ATIVIDADE COLETIVA DE AYURVEDA"
0101050178,I,I,0,1571,"ATIVIDADE COLETIVA DE ANTROPOSOFIA APLICADA À SAÚDE"
0101050186,I,I,0,1571,"ATIVIDADES DE PRODUÇÃO DE ARTE, CULTURA, MEMÓRIA COLETIVA E GERAÇÃO DE RENDA."
0101050194,I,I,0,1571,"ATIVIDADES COLETIVAS DE INTEGRAÇÃO COM A COMUNIDADE, CIDADE E TERRITÓRIO"
0101050208,I,I,0,1571,"ACOLHIMENTO INICIAL POR CENTRO DE CONVIVÊNCIA."
0101050216,I,I,0,1571,"FORTALECIMENTO DO PROTAGONISMO DE USUÁRIOS E SEUS FAMILIARES"
0101050224,I,I,0,1571,"PRÁTICAS EXPRESSIVAS E COMUNICATIVAS EM CECO"
0101050232,I,I,0,1571,"ATIVIDADES DE VALORIZAÇÃO DA CULTURA TRADICIONAL, POPULAR E DIVERSIDADE ÉTNICO-RACIAL."
0101050240,I,I,0,1571,"ATIVIDADES DE COMUNICAÇÃO, ARTE E EXPRESSÃO URBANA COMO PROTAGONISMO DE ADOLESCENTES E JOVENS."
0101050259,I,I,0,1571,"ATIVIDADES VOLTADAS À CONVIVÊNCIA INTERGERACIONAL"
0101050267,I,I,0,1571,"AÇÕES PARA AMPLIAÇÃO DO ACESSO DAS CRIANÇAS E DOS ADOLESCENTES EM ATIVIDADES DE CONVIVÊNCIA, ARTE, CULTURA E LAZER"
0102010056,N,N,,,"ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO"
0102010064,N,N,,,"ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA"
0102010072,N,N,,,"CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA"
0102010145,N,N,,,"INSPEÇÃO SANITÁRIA DE HOSPITAIS"
0102010153,N,N,,,"INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS"
0102010161,N,N,,,"EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA COM ATIVIDADES ENCERRADAS."
0102010170,N,N,,,"INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA"
0102010188,N,N,,,"LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA"
0102010196,N,N,,,"APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA"
0102010200,N,N,,,"INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS"
0102010218,N,N,,,"INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE SAÚDE"
0102010226,N,N,,,"ATIVIDADE EDUCATIVA PARA A POPULAÇÃO"
0102010234,I,I,5,1571,"RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES"
0102010242,N,N,,,"ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES"
0102010250,N,N,,,"CADASTRO DE HOSPITAIS"
0102010269,N,N,,,"LICENCIAMENTO SANITÁRIO DE HOSPITAIS"
0102010277,N,N,,,"CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS"
0102010285,N,N,,,"INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS"
0102010293,N,N,,,"LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS"
0102010307,N,N,,,"CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS"
0102010315,N,N,,,"INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS"
0102010323,N,N,,,"LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE MEDICAMENTOS"
0102010331,N,N,,,"CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA"
0102010340,N,N,,,"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA."
0102010358,N,N,,,"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA"
0102010366,N,N,,,"CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA"
0102010374,N,N,,,"INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA"
0102010382,N,N,,,"LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA"
0102010390,N,N,,,"CADASTRO DE SERVIÇOS DE HEMOTERAPIA"
0102010404,N,N,,,"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA"
0102010412,N,N,,,"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA"
0102010420,N,N,,,"CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA"
0102010439,N,N,,,"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA"
0102010447,N,N,,,"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA"
0102010455,N,N,,,"CADASTRO DE SERVIÇOS DE ALIMENTAÇÃO"
0102010463,N,N,,,"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE ALIMENTAÇÃO"
0102010471,N,N,,,"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE ALIMENTAÇÃO"
0102010480,N,N,,,"FISCALIZAÇÃO DO USO DE PRODUTOS FUMÍGENOS DERIVADOS DO TABACO EM AMBIENTES COLETIVOS FECHADOS, PÚBLICOS OU PRIVADOS"
0102010498,N,N,,,"LAUDO DE ANÁLISE LABORATORIAL DO PROGRAMA DE MONITORAMENTO DE ALIMENTOS RECEBIDOS PELA VIGILÂNCIA SANITÁRIA"
0102010501,N,N,,,"ATIVIDADES EDUCATIVAS SOBRE A TEMÁTICA DA DENGUE,REALIZADAS PARA A POPULAÇÃO"
0102010510,N,N,,,"ATIVIDADES EDUCATIVAS,COM RELAÇÃO AO CONSUMO DE SÓDIO, AÇÚCAR E GORDURAS, REALIZADAS PARA O SETOR REGULADO E A POPULAÇÃO"
0102010528,N,N,,,"INSTAURAÇÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO"
0102010536,N,N,,,"CONCLUSÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO"
0102010544,N,N,,,"CADASTRO DE INDÚSTRIAS DE INSUMOS FARMACÊUTICOS"
0102010552,N,N,,,"CADASTRO DE INDÚSTRIAS DE PRODUTOS PARA SAÚDE"
0102010560,N,N,,,"INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE INSUMOS FARMACÊUTICOS"
0102010579,N,N,,,"INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE PRODUTOS PARA SAÚDE"
0102010587,N,N,,,"IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS À INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS"
0102010595,N,N,,,"IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS À INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS"
0102010609,N,N,,,"IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS) HARMONIZADOS EM NÍVEL TRIPARTITE RELACIONADOS A INSPEÇÃO EM ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE"
0102010617,N,N,,,"ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS À ANVISA"
0102010625,N,N,,,"ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS À ANVISA"
0102010633,N,N,,,"ENVIO DE RELATÓRIOS DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE À ANVISA"
0102010641,N,N,,,"AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS"
0102010650,N,N,,,"AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS"
0102010668,N,N,,,"AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE"
0102020019,N,N,,,"VIGILÂNCIA DA SITUAÇÃO DE SAÚDE DOS TRABALHADORES"
0102020027,I,I,168,1571,"ATIVIDADE DE EDUCAÇÃO EM SAÚDE DO TRABALHADOR"
0102020035,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR"
0102020043,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA AVALIAÇÃO DE CUMPRIMENTO DE RECOMENDAÇÕES"
0102020051,I,I,60,1571,"BUSCA ATIVA DE CASOS SUSPEITOS DE DOENÇAS OU AGRAVOS RELACIONADOS AO TRABALHO"
0102020060,N,N,,,"APOIO INSTITUCIONAL DE VIGILÂNCIA EM SAÚDE DO TRABALHADOR (VISAT) PARA A REDE DE ATENÇÃO À SAÚDE"
0102020078,N,N,,,"ATIVIDADES COM GRUPOS NA TEMÁTICA DE SAÚDE DO TRABALHADOR"
0102020086,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA MAPEAMENTO DE RISCOS OCUPACIONAIS"
0102020094,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA INVESTIGAÇÃO DE ACIDENTE DE TRABALHO"
0102020108,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA SUBSIDIAR ESTABELECIMENTO DA RELAÇÃO ENTRE DOENÇAS E AGRAVOS COM O TRABALHO"
0102020116,N,N,,,"INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA INVESTIGAÇÃO DE SURTOS/EVENTOS INUSITADOS RELACIONADOS AO TRABALHO"
0102020124,N,N,,,"AÇÕES DE ARTICULAÇÃO COM CONTROLE SOCIAL E REPRESENTANTES DE TRABALHADORES"
0102020132,N,N,,,"AÇÕES INTER E INTRASSETORIAIS DE SAÚDE DO TRABALHADOR"
0102020140,N,N,,,"VIGILÂNCIA EM SAÚDE DO TRABALHADOR NAS EMERGÊNCIAS EM SAÚDE PÚBLICA"
0201010011,I,I,108,731,AMNIOCENTESE
0201010020,I,I,0,1571,"BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE"
0201010038,I,I,0,1571,"BIOPSIA CIRURGICA DE TIREOIDE"
0201010046,I,I,0,1571,"BIOPSIA DE ANUS E CANAL ANAL"
0201010054,I,I,0,1571,"BIOPSIA DE BACO POR PUNCAO / ASPIRACAO"
0201010062,I,I,0,1571,"BIOPSIA DE BEXIGA"
0201010070,I,I,0,1571,"BIOPSIA DE BOLSA ESCROTAL"
0201010089,I,I,0,1571,"BIOPSIA DE CONDUTO AUDITIVO EXTERNO"
0201010097,I,I,0,1571,"BIOPSIA DE CONJUNTIVA"
0201010100,I,I,0,1571,"BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL)"
0201010119,I,I,0,1571,"BIOPSIA DE CORNEA"
0201010127,I,I,0,1571,"BIOPSIA DE CORPO VERTEBRAL A CEU ABERTO"
0201010135,I,I,0,1571,"BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO)"
0201010143,I,I,0,1571,"BIOPSIA DE ENDOCARDIO / MIOCARDIO"
0201010151,I,I,108,1571,"BIOPSIA DE ENDOMETRIO"
0201010160,I,I,108,1571,"BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA"
0201010178,I,I,120,1571,"BIOPSIA DE EPIDIDIMO"
0201010186,I,I,0,1571,"BIOPSIA DE ESCLERA"
0201010194,I,I,0,1571,"BIOPSIA DE FARINGE/LARINGE"
0201010208,I,I,0,1571,"BIOPSIA DE FIGADO EM CUNHA / FRAGMENTO"
0201010216,I,I,0,1571,"BIOPSIA DE FIGADO POR PUNCAO"
0201010224,I,I,0,1571,"BIOPSIA DE GANGLIO LINFATICO"
0201010232,I,I,0,1571,"BIÓPSIA DE GLÂNDULA SALIVAR"
0201010240,I,I,0,1571,"BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR"
0201010259,I,I,216,1571,"BIOPSIA DE LAMINA PEDICULO E PROCESSOS VERTEBRAIS (A CEU ABERTO)"
0201010267,I,I,0,1571,"BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)"
0201010275,I,I,0,1571,"BIOPSIA DE MEDULA OSSEA"
0201010283,I,I,0,1571,"BIOPSIA DE MUSCULO (A CEU ABERTO)"
0201010291,I,I,0,1571,"BIOPSIA DE NERVO"
0201010305,I,I,0,1571,"BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO)"
0201010313,I,I,0,1571,"BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)"
0201010321,I,I,0,1571,"BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)"
0201010330,I,I,0,1571,"BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)"
0201010348,I,I,0,1571,"BIÓPSIA DE OSSO DO CRÂNIO E DA FACE"
0201010356,I,I,0,1571,"BIOPSIA DE PALPEBRA"
0201010364,I,I,0,1571,"BIOPSIA DE PAVILHAO AURICULAR"
0201010372,I,I,0,1571,"BIOPSIA DE PELE E PARTES MOLES"
0201010380,I,I,0,1571,"BIOPSIA DE PENIS"
0201010399,I,I,0,1571,"BIOPSIA DE PIRAMIDE NASAL"
0201010402,I,I,0,1571,"BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA)"
0201010410,I,I,120,1571,"BIÓPSIA DE PRÓSTATA"
0201010429,I,I,0,1571,"BIOPSIA DE PULMAO POR ASPIRACAO"
0201010437,I,I,0,1571,"BIOPSIA DE RIM POR PUNCAO"
0201010445,I,I,0,1571,"BIOPSIA DE SEIO PARANASAL"
0201010453,I,I,0,1571,"BIOPSIA DE SINÓVIA"
0201010461,I,I,120,1571,"BIOPSIA DE TESTICULO"
0201010470,I,I,0,1571,"BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF"
0201010488,I,I,0,1571,"BIOPSIA DE URETER"
0201010496,I,I,0,1571,"BIOPSIA DE URETRA"
0201010500,I,I,0,1571,"BIOPSIA/PUNÇÃO DE VAGINA"
0201010518,I,I,0,1571,"BIOPSIA/PUNÇÃO DE VULVA"
0201010526,I,I,0,1571,"BIÓPSIA DOS TECIDOS MOLES DA BOCA"
0201010534,I,I,156,1571,"BIOPSIA ESTEREOTAXICA"
0201010542,I,I,0,1571,"BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X"
0201010550,I,I,0,1571,"BIOPSIA PRÉ-ESCALÊNICA"
0201010569,I,I,192,1571,"BIOPSIA/EXERESE DE NÓDULO DE MAMA"
0201010585,I,I,192,1571,"PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA"
0201010593,I,I,0,1571,"PUNÇÃO DE CISTERNA SUB-OCCIPITAL"
0201010607,I,I,192,1571,"PUNÇÃO DE MAMA POR AGULHA GROSSA"
0201010615,I,I,0,1571,"PUNÇÃO DE VAGINA"
0201010623,I,I,0,1571,"PUNÇÃO EXPLORADORA DO DEFERENTE"
0201010631,I,I,0,1571,"PUNÇÃO LOMBAR"
0201010640,I,I,0,1571,"PUNÇÃO P/ ESVAZIAMENTO"
0201010658,I,I,0,59,"PUNÇÃO VENTRICULAR TRANSFONTANELA"
0201010666,I,I,144,1571,"BIOPSIA DO COLO UTERINO"
0201020017,I,I,0,1571,"COLETA DE LAVADO BRONCO-ALVEOLAR"
0201020025,I,I,0,1571,"COLETA DE LINFA PARA PESQUISA DE M. LEPRAE"
0201020033,I,I,120,1571,"COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO"
0201020041,I,I,0,1571,"COLETA DE MATERIAL PARA EXAME LABORATORIAL"
0201020050,I,I,0,11,"COLETA DE SANGUE PARA TRIAGEM NEONATAL"
0201020068,I,I,0,1571,"TIPIFICAÇÃO DO ALELO HLA-B"
0201020076,I,I,300,779,"COLETA DE MATERIAL DO COLO DO ÚTERO PARA EXAME MOLECULAR DE DETECÇÂO DE HPV"
0201020084,I,I,300,779,"ENTREGA DE MATERIAL OBTIDO POR AUTO COLETA PARA EXAME MOLECULAR PARA DETECÇÃO DE HPV, NO COLO DO ÚTERO."
0202010015,I,I,0,1571,"CLEARANCE OSMOLAR"
0202010023,I,I,0,1571,"DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO"
0202010031,I,I,0,1571,"DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS"
0202010040,I,I,0,1571,"DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS)"
0202010058,I,I,0,1571,"DETERMINAÇÃO DE CURVA GLICÊMICA C/ INDUÇÃO POR CORTISONA ( 5 DOSAGENS)"
0202010066,I,I,0,1571,"DETERMINAÇÃO DE CURVA GLICÊMICA C/ INDUÇÃO POR CORTISONA (4 DOSAGENS)"
0202010074,I,I,0,1571,"DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS)"
0202010082,I,I,0,1571,"DETERMINAÇÃO DE OSMOLARIDADE"
0202010090,I,I,0,1571,"DOSAGEM DE 5-NUCLEOTIDASE"
0202010104,I,I,0,1571,"DOSAGEM DE ACETONA"
0202010112,I,I,0,1571,"DOSAGEM DE ACIDO ASCORBICO"
0202010120,I,I,0,1571,"DOSAGEM DE ACIDO URICO"
0202010139,I,I,0,1571,"DOSAGEM DE ACIDO VANILMANDELICO"
0202010147,I,I,0,1571,"DOSAGEM DE ALDOLASE"
0202010155,I,I,0,1571,"DOSAGEM DE ALFA-1-ANTITRIPSINA"
0202010163,I,I,0,1571,"DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA"
0202010171,I,I,0,1571,"DOSAGEM DE ALFA-2-MACROGLOBULINA"
0202010180,I,I,0,1571,"DOSAGEM DE AMILASE"
0202010198,I,I,0,1571,"DOSAGEM DE AMONIA"
0202010201,I,I,0,1571,"DOSAGEM DE BILIRRUBINA TOTAL E FRACOES"
0202010210,I,I,0,1571,"DOSAGEM DE CALCIO"
0202010228,I,I,0,1571,"DOSAGEM DE CALCIO IONIZAVEL"
0202010236,I,I,0,1571,"DOSAGEM DE CAROTENO"
0202010244,I,I,0,1571,"DOSAGEM DE CATECOLAMINAS"
0202010252,I,I,0,1571,"DOSAGEM DE CERULOPLASMINA"
0202010260,I,I,0,1571,"DOSAGEM DE CLORETO"
0202010279,I,I,0,1571,"DOSAGEM DE COLESTEROL HDL"
0202010287,I,I,0,1571,"DOSAGEM DE COLESTEROL LDL"
0202010295,I,I,0,1571,"DOSAGEM DE COLESTEROL TOTAL"
0202010309,I,I,0,1571,"DOSAGEM DE COLINESTERASE"
0202010317,I,I,0,1571,"DOSAGEM DE CREATININA"
0202010325,I,I,0,1571,"DOSAGEM DE CREATINOFOSFOQUINASE (CPK)"
0202010333,I,I,0,1571,"DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB"
0202010341,I,I,0,1571,"DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA"
0202010350,I,I,0,1571,"DOSAGEM DE DESIDROGENASE GLUTAMICA"
0202010368,I,I,0,1571,"DOSAGEM DE DESIDROGENASE LATICA"
0202010376,I,I,0,1571,"DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS)"
0202010384,I,I,0,1571,"DOSAGEM DE FERRITINA"
