code,complexity,sex_restriction,minimum_age_months,maximum_age_months,description
0302060022,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS COM COMPLICAÇÕES SISTÊMICAS"
0302060030,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR"
0302060049,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO"
0302060057,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS-OPERATÓRIO DE NEUROCIRURGIA"
0302070010,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO QUEIMADO"
0302070028,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE QUEIMADO"
0302070036,I,I,0,1571,"ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SEQÜELAS POR QUEIMADURAS (MÉDIO E GRANDE QUEIMADOS)"
0303010010,I,I,0,1571,"TRATAMENTO DE DENGUE CLÁSSICA"
0303010029,I,I,0,1571,"TRATAMENTO DE DENGUE HEMORRÁGICA"
0303010037,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS"
0303010045,I,I,0,1571,"TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS"
0303010053,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A PROTOZOÁRIOS (B55 A B64)"
0303010061,I,I,0,1571,"TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS"
0303010070,I,I,0,1571,"TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS"
0303010088,I,I,0,1571,"TRATAMENTO DE HANSENÍASE"
0303010096,I,I,0,1571,"TRATAMENTO DE HANTAVIROSE"
0303010100,I,I,0,1571,"TRATAMENTO DE HELMINTÍASES (B65 A B83)"
0303010118,I,I,0,1571,"TRATAMENTO DE HEPATITES VIRAIS"
0303010126,I,I,0,1571,"TRATAMENTO DE INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL (A50 A A64)"
0303010134,I,I,0,1571,"TRATAMENTO DE INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS (B00 A B09)"
0303010142,I,I,0,1571,"TRATAMENTO DE INFECÇÕES VIRAIS DO SISTEMA NERVOSO CENTRAL"
0303010150,I,I,0,1571,"TRATAMENTO DE MALÁRIA"
0303010169,I,I,0,1571,"TRATAMENTO DE MICOSES (B35 A B49)"
0303010177,I,I,0,239,"TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR CLAMÍDIAS(A70 A A74)"
0303010185,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR ESPIROQUETAS (A65 A A69)"
0303010193,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS (B25 A B34)"
0303010207,I,I,0,1571,"TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA"
0303010215,I,I,0,1571,"TRATAMENTO DE TUBERCULOSE (A15 A A19)"
0303010231,I,I,60,1571,"CONSULTA EM SAÚDE DO TRABALHADOR (EXCETO MÉDICO)"
0303010240,I,I,0,1571,"DOSE SUPERVISIONADA NO TRATAMENTO DE HANSENÍASE"
0303010258,I,I,12,1571,"TRATATAMENTO INTRALESIONAL DA LEISHMANIOSE TEGUMENTAR (LT)NÃO COMPLICADA COM ANTIMONIATO DE MEGLUMINA"
0303020016,I,I,0,1571,"PULSOTERAPIA I (POR APLICACAO)"
0303020024,I,I,0,1571,"PULSOTERAPIA II (POR APLICACAO)"
0303020032,I,I,0,1571,"TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS"
0303020040,I,I,0,1571,"TRATAMENTO DE ANEMIA HEMOLITICA"
0303020059,I,I,0,1571,"TRATAMENTO DE ANEMIAS NUTRICIONAIS"
0303020067,I,I,0,1571,"TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS"
0303020075,I,I,0,1571,"TRATAMENTO DE HEMOFILIAS"
0303020083,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOIÉTICOS"
0303030011,I,I,0,1571,"TRATAMENTO DA FIBROSE CÍSTICA"
0303030020,I,I,0,1571,"TRATAMENTO DE DESNUTRICAO"
0303030038,I,I,0,1571,"TRATAMENTO DE DIABETES MELLITUS"
0303030046,I,I,0,1571,"TRATAMENTO DE DISTURBIOS METABOLICOS"
0303030054,I,I,0,1571,"TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE"
0303030062,I,I,0,1571,"TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS"
0303030089,I,I,216,911,"TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA DE REDESIGNAÇÃO SEXUAL NO PROCESSO TRANSEXUALIZADOR"
0303030097,I,I,216,911,"TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR"
0303040017,I,I,0,1571,"AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS AGUDIZADAS"
0303040025,I,I,0,263,"INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA"
0303040033,I,I,60,1571,"TRATAMENTO DA MIGRANEA COMPLICADA"
0303040041,I,I,144,1571,"TRATAMENTO CLÍNICO DE ABSCESSO CEREBRAL"
0303040050,I,I,60,1571,"TRATAMENTO CLINICO DE COREIA AGUDA"
0303040068,I,I,0,1571,"TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA"
0303040076,I,I,0,1571,"TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL"
0303040084,I,I,0,1571,"TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU LEVE)"
0303040092,I,I,0,1571,"TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU MÉDIO)"
0303040106,I,I,0,1571,"TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE"
0303040114,I,I,0,1571,"TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR"
0303040122,I,I,0,1571,"TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL"
0303040130,I,I,0,1571,"TRATAMENTO CLÍNICO DAS MIELITES / MIELOPATIAS"
0303040149,I,I,0,1571,"TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)"
0303040157,I,I,0,1571,"TRATAMENTO DE COMPLICAÇÕES DA HIDROCEFALIA"
0303040165,I,I,0,1571,"TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS"
0303040173,I,I,0,1571,"TRATAMENTO DE DISTROFIAS MUSCULARES"
0303040181,I,I,240,1571,"TRATAMENTO DE DOENCA DE PARKINSON"
0303040190,I,I,144,1571,"TRATAMENTO DE DOENÇA DOS NEURÔNIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS"
0303040203,I,I,0,1571,"TRATAMENTO DE DOENÇAS NEURODEGENERATIVAS"
0303040211,I,I,36,1571,"TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA"
0303040220,I,I,0,1571,"TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA"
0303040238,I,I,0,1571,"TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESÃO DA MEDULA ESPINHAL"
0303040246,I,I,0,1571,"TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES"
0303040254,I,I,0,1571,"TRATAMENTO DE MIASTENIA GRAVE"
0303040262,I,I,0,1571,"TRATAMENTO DE POLINEUROPATIAS"
0303040270,I,I,0,1571,"TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA"
0303040289,I,I,36,1571,"TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA"
0303040297,I,I,0,1571,"TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL"
0303040300,I,I,216,1571,"TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO"
0303050012,I,I,0,1571,"ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA"
0303050020,I,I,0,1571,"EXERCICIOS ORTOPTICOS"
0303050039,I,I,0,1571,"TRATAMENTO OFTALMOLÒGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1ª LINHA )"
0303050047,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2ª LINHA)"
0303050055,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ª LINHA)"
0303050063,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA MONOCULAR (1ª LINHA )"
0303050071,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2ª LINHA)"
0303050080,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3ª LINHA)"
0303050098,I,I,0,1571,"TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE ACETAZOLAMIDA MONOCULAR OU BINOCULAR"
0303050101,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA MONOCULAR"
0303050110,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA BINOCULAR"
0303050136,I,I,0,1571,"TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS"
0303050144,I,I,0,1571,"TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS DE ORIGEM INFECCIOSA"
0303050152,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - MONOCULAR"
0303050160,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - BINOCULAR"
0303050179,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR"
0303050187,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR"
0303050195,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR"
0303050209,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR"
0303050217,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS"
0303050225,I,I,0,1571,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS"
0303050233,I,I,216,1571,"TRATAMENTO MEDICAMENTOSO DE DOENÇA DA RETINA"
0303060018,I,I,0,1571,"TRATAMENTO DE ANEURISMA DA AORTA"
0303060026,I,I,0,1571,"TRATAMENTO DE ARRITMIAS"
0303060034,I,I,0,1571,"TRATAMENTO DE CARDIOPATIA HIPERTROFICA"
0303060042,I,I,144,1571,"TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA"
0303060050,I,I,0,1571,"TRATAMENTO DE CHOQUE ANAFILATICO"
0303060069,I,I,0,1571,"TRATAMENTO DE CHOQUE CARDIOGENICO"
0303060077,I,I,0,1571,"TRATAMENTO DE CHOQUE HIPOVOLEMICO"
0303060085,I,I,144,1571,"TRATAMENTO DE COMPLICAÇÕES CARDÍACAS PÓS-CIRURGIA"
0303060093,I,I,0,1571,"TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES"
0303060107,I,I,0,1571,"TRATAMENTO DE CRISE HIPERTENSIVA"
0303060115,I,I,0,1571,"TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO"
0303060123,I,I,36,1571,"TRATAMENTO DE DOENCA REUMATICA S/ CARDITE"
0303060131,I,I,0,1571,"TRATAMENTO DE EDEMA AGUDO DE PULMÃO"
0303060140,I,I,0,1571,"TRATAMENTO DE EMBOLIA PULMONAR"
0303060158,I,I,156,1571,"TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR"
0303060166,I,I,0,1571,"TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA"
0303060174,I,I,0,1571,"TRATAMENTO DE HIPERTENSÃO PULMONAR"
0303060182,I,I,0,1571,"TRATAMENTO DE HIPERTENSAO SECUNDARIA"
0303060190,I,I,0,1571,"TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO"
0303060204,I,I,0,1571,"TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA"
0303060212,I,I,0,1571,"TRATAMENTO DE INSUFICIENCIA CARDIACA"
0303060220,I,I,12,1571,"TRATAMENTO DE LINFADENITES INESPECIFICAS"
0303060239,I,I,0,1571,"TRATAMENTO DE MIOCARDIOPATIAS"
0303060247,I,I,0,1571,"TRATAMENTO DE OUTRAS VASCULOPATIAS"
0303060255,I,I,12,1571,"TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO"
0303060263,I,I,144,1571,"TRATAMENTO DE PÉ DIABÉTICO COMPLICADO"
0303060271,I,I,0,1571,"TRATAMENTO DE PERICARDITE"
0303060280,I,I,0,1571,"TRATAMENTO DE SINDROME CORONARIANA AGUDA"
0303060298,I,I,0,1571,"TRATAMENTO DE TROMBOSE VENOSA PROFUNDA"
0303060301,I,I,144,1571,"TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA"
0303070013,I,I,0,1571,"DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)"
0303070021,I,I,0,1571,HEMOPERFUSAO
0303070030,I,I,0,1571,"REMOÇÃO MANUAL DE FECALOMA"
0303070048,I,I,0,1571,"RETIRADA DE CORPO ESTRANHO DO ESOFAGO"
0303070056,I,I,0,1571,"RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO"
0303070064,I,I,0,1571,"TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO"
0303070072,I,I,0,1571,"TRATAMENTO DE DOENCAS DO FIGADO"
0303070080,I,I,0,1571,"TRATAMENTO DE DOENCAS DO PERITONIO"
0303070099,I,I,0,1571,"TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS"
0303070102,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO"
0303070110,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO"
0303070129,I,I,0,1571,"TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS"
0303070137,I,I,192,1571,"TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA"
0303080019,I,I,0,1571,"CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES"
0303080027,I,I,0,1571,"DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)"
0303080035,I,I,0,1571,"ESFOLIAÇÃO QUÍMICA"
0303080043,I,I,0,1571,"TRATAMENTO DE AFECÇÕES BOLHOSAS"
0303080051,I,I,0,227,"TRATAMENTO DE DERMATITES E ECZEMAS"
0303080060,I,I,0,1571,"TRATAMENTO DE ESTAFILOCOCCIAS"
0303080078,I,I,0,1571,"TRATAMENTO DE ESTREPTOCOCCIAS"
0303080086,I,I,0,1571,"TRATAMENTO DE FARMACODERMIAS"
0303080094,I,I,0,1571,"TRATAMENTO DE OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO"
0303080108,I,I,10,1571,"FOTOTERAPIA (POR SESSÃO)"
0303080116,I,I,10,1571,"FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)"
0303090014,I,I,0,1571,"ARTROCENTESE DE GRANDES ARTICULACOES"
0303090022,I,I,0,1571,"ARTROCENTESE DE PEQUENAS ARTICULACOES"
0303090030,I,I,0,1571,"INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)"
0303090049,I,I,0,1571,"INSTALACAO DE TRACAO CUTANEA"
0303090073,I,I,0,1571,"REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR"
0303090081,I,I,0,1571,"REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL"
0303090090,I,I,0,1571,"REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR"
0303090111,I,I,0,1571,"REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL"
0303090120,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)"
0303090138,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE"
0303090146,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS"
0303090154,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA"
0303090162,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO"
0303090170,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE"
0303090189,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO"
0303090197,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS"
0303090200,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO"
0303090219,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO"
0303090227,I,I,0,1571,"TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO"
0303090235,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE"
0303090243,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO"
0303090251,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO"
0303090260,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS"
0303090286,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO"
0303090294,I,I,0,1571,"TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS"
0303090316,I,I,0,1571,"TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS"
0303100010,I,I,108,731,"TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO"
0303100028,I,I,108,731,"TRATAMENTO DE ECLAMPSIA"
0303100036,I,I,108,731,"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO"
0303100044,I,I,108,731,"TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ"
0303100052,I,I,108,731,"TRATAMENTO DE MOLA HIDATIFORME"
0303110015,I,I,0,227,"TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR"
0303110023,I,I,0,227,"TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE"
0303110031,N,N,0,203,"TRATAMENTO DE ESPINHA BIFIDA"
0303110040,I,I,0,1571,"TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO"
0303110058,I,I,0,227,"TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA"
0303110066,I,I,0,1571,"TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO"
0303110074,I,I,0,227,"TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS"
0303110082,I,I,0,1571,"TRATAMENTO DE NEUROFIBROMATOSE"
0303110090,I,I,0,227,"TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO"
0303110104,I,I,0,227,"TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS"
0303110112,I,I,0,227,"TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO"
0303120037,I,I,0,1571,"TRATAMENTO DE HIPERTIROIDISMO"
0303120045,I,I,0,1571,"TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)"
0303120053,I,I,0,1571,"TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)"
0303120061,I,I,0,1571,"TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)"
0303120070,I,I,0,1571,"TRATAMENTO DE HIPERTIREOIDISMO GRAVES"
0303130016,I,I,0,1571,"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS"
0303130024,I,I,0,1571,"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES"
0303130032,I,I,0,1571,"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS"
0303130040,I,I,0,1571,"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS"
0303130059,I,I,0,1571,"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS"
0303130067,I,I,0,1571,"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS"
0303130075,I,I,0,1571,"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO"
0303130083,I,I,0,1571,"TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE"
0303140011,I,I,0,1571,"LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)"
0303140020,I,I,0,1571,"TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES"
0303140038,I,I,0,1571,"TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES"
0303140046,I,I,0,1571,"TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"
0303140054,I,I,0,1571,"TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS"
0303140062,I,I,96,1571,"TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)"
0303140070,I,I,0,1571,"TRATAMENTO DE DOENÇA DO OUVIDO EXTERNO MÉDIO E DA MASTÓIDE"
0303140089,I,I,0,1571,"TRATAMENTO DE DOENÇAS RESPIRATÓRIAS QUE AFETAM PRINCIPALMENTE O INTERSTÍCIO"
0303140097,I,I,0,1571,"TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATÓRIAS"
0303140100,I,I,0,1571,"TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES"
0303140119,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DA PLEURA"
0303140127,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES"
0303140135,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO"
0303140143,I,I,0,1571,"TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES"
0303140151,I,I,0,1571,"TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"
0303150017,I,I,144,1571,"TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS"
0303150025,I,I,24,1571,"TRATAMENTO DE DOENCAS GLOMERULARES"
0303150033,I,I,144,1571,"TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS"
0303150041,I,I,0,1571,"TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS"
0303150050,I,I,0,1571,"TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO"
0303150068,I,I,0,1571,"TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER"
0303160012,I,I,0,1,"TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO"
0303160020,I,I,0,1,"TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL"
0303160039,I,I,0,1,"TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL"
0303160047,I,I,0,1,"TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO"
0303160055,I,I,0,1,"TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL"
0303160063,I,I,0,1,"TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL"
0303160071,I,I,0,1,"TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO"
0303170093,I,I,144,1571,"TRATAMENTO EM PSIQUIATRIA (POR DIA)"
0303170107,I,I,36,1571,"TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA"
0303170131,I,I,48,1571,"TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO."
0303170140,I,I,48,1571,"TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO"
